evaluation_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,observed_models
conch15.titan2025.t46.1.simpleshot.weighted_f1,titan_patch_encoder,cptac-brca,CPTAC-BRCA HER2 status,molecular_biomarker,HER2,patient,classification,103,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.0.knn.balanced_accuracy,titan_patch_encoder,tcga-brca,TCGA-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,970,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.0.knn.weighted_f1,titan_patch_encoder,tcga-brca,TCGA-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,970,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.0.logistic_regression.auroc,titan_patch_encoder,tcga-brca,TCGA-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,970,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.0.logistic_regression.balanced_accuracy,titan_patch_encoder,tcga-brca,TCGA-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,970,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.0.simpleshot.balanced_accuracy,titan_patch_encoder,tcga-brca,TCGA-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,970,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.0.simpleshot.weighted_f1,titan_patch_encoder,tcga-brca,TCGA-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,970,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.1.knn.balanced_accuracy,titan_patch_encoder,cptac-brca,CPTAC-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,103,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.1.knn.weighted_f1,titan_patch_encoder,cptac-brca,CPTAC-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,103,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.1.logistic_regression.auroc,titan_patch_encoder,cptac-brca,CPTAC-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,103,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.1.logistic_regression.balanced_accuracy,titan_patch_encoder,cptac-brca,CPTAC-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,103,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.1.simpleshot.balanced_accuracy,titan_patch_encoder,cptac-brca,CPTAC-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,103,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t47.1.simpleshot.weighted_f1,titan_patch_encoder,cptac-brca,CPTAC-BRCA PIK3CA status,molecular_biomarker,PIK3CA,patient,classification,103,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.0.knn.balanced_accuracy,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC EGFR mutation,molecular_biomarker,EGFR,patient,classification,462,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.0.knn.weighted_f1,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC EGFR mutation,molecular_biomarker,EGFR,patient,classification,462,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.0.logistic_regression.auroc,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC EGFR mutation,molecular_biomarker,EGFR,patient,classification,462,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.0.logistic_regression.balanced_accuracy,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC EGFR mutation,molecular_biomarker,EGFR,patient,classification,462,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.0.simpleshot.balanced_accuracy,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC EGFR mutation,molecular_biomarker,EGFR,patient,classification,462,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.0.simpleshot.weighted_f1,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC EGFR mutation,molecular_biomarker,EGFR,patient,classification,462,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.1.knn.balanced_accuracy,titan_patch_encoder,cptac-luad,CPTAC-LUAD EGFR mutation,molecular_biomarker,EGFR,patient,classification,108,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.1.knn.weighted_f1,titan_patch_encoder,cptac-luad,CPTAC-LUAD EGFR mutation,molecular_biomarker,EGFR,patient,classification,108,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.1.logistic_regression.auroc,titan_patch_encoder,cptac-luad,CPTAC-LUAD EGFR mutation,molecular_biomarker,EGFR,patient,classification,108,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.1.logistic_regression.balanced_accuracy,titan_patch_encoder,cptac-luad,CPTAC-LUAD EGFR mutation,molecular_biomarker,EGFR,patient,classification,108,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.1.simpleshot.balanced_accuracy,titan_patch_encoder,cptac-luad,CPTAC-LUAD EGFR mutation,molecular_biomarker,EGFR,patient,classification,108,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t48.1.simpleshot.weighted_f1,titan_patch_encoder,cptac-luad,CPTAC-LUAD EGFR mutation,molecular_biomarker,EGFR,patient,classification,108,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.0.knn.balanced_accuracy,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC TP53 mutation,molecular_biomarker,TP53,patient,classification,462,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.0.knn.weighted_f1,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC TP53 mutation,molecular_biomarker,TP53,patient,classification,462,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.0.logistic_regression.auroc,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC TP53 mutation,molecular_biomarker,TP53,patient,classification,462,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.0.logistic_regression.balanced_accuracy,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC TP53 mutation,molecular_biomarker,TP53,patient,classification,462,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.0.simpleshot.balanced_accuracy,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC TP53 mutation,molecular_biomarker,TP53,patient,classification,462,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.0.simpleshot.weighted_f1,titan_patch_encoder,tcga-nsclc,TCGA-NSCLC TP53 mutation,molecular_biomarker,TP53,patient,classification,462,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.1.knn.balanced_accuracy,titan_patch_encoder,cptac-luad,CPTAC-LUAD TP53 mutation,molecular_biomarker,TP53,patient,classification,108,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.1.knn.weighted_f1,titan_patch_encoder,cptac-luad,CPTAC-LUAD TP53 mutation,molecular_biomarker,TP53,patient,classification,108,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.1.logistic_regression.auroc,titan_patch_encoder,cptac-luad,CPTAC-LUAD TP53 mutation,molecular_biomarker,TP53,patient,classification,108,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.1.logistic_regression.balanced_accuracy,titan_patch_encoder,cptac-luad,CPTAC-LUAD TP53 mutation,molecular_biomarker,TP53,patient,classification,108,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.1.simpleshot.balanced_accuracy,titan_patch_encoder,cptac-luad,CPTAC-LUAD TP53 mutation,molecular_biomarker,TP53,patient,classification,108,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t49.1.simpleshot.weighted_f1,titan_patch_encoder,cptac-luad,CPTAC-LUAD TP53 mutation,molecular_biomarker,TP53,patient,classification,108,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t50.0.knn.balanced_accuracy,titan_patch_encoder,tcga-crc,TCGA-CRC MSI status,molecular_biomarker,MSI,patient,classification,414,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t50.0.knn.weighted_f1,titan_patch_encoder,tcga-crc,TCGA-CRC MSI status,molecular_biomarker,MSI,patient,classification,414,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t50.0.logistic_regression.auroc,titan_patch_encoder,tcga-crc,TCGA-CRC MSI status,molecular_biomarker,MSI,patient,classification,414,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t50.0.logistic_regression.balanced_accuracy,titan_patch_encoder,tcga-crc,TCGA-CRC MSI status,molecular_biomarker,MSI,patient,classification,414,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t50.0.simpleshot.balanced_accuracy,titan_patch_encoder,tcga-crc,TCGA-CRC MSI status,molecular_biomarker,MSI,patient,classification,414,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
conch15.titan2025.t50.0.simpleshot.weighted_f1,titan_patch_encoder,tcga-crc,TCGA-CRC MSI status,molecular_biomarker,MSI,patient,classification,414,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,1
